520224769,1
142650027,1
136183815,1
466485256,1
135790601,1
167903242,1
292421644,1
87097346,1
169345038,1
41287701,1
113639449,1
213123098,1
9437212,1
201610586,1
108942683,1
104071204,1
332398629,1
134742054,1
127795239,1
21495848,1
144790876,1
360972331,1
10354732,1
295567406,1
153354289,1
117702708,1
67502133,1
45350966,1
42074167,1
91095096,1
174587961,1
340787258,1
216006715,1
291242044,1
81788991,1
136183872,1
113901634,1
393283,1
276824132,1
114425925,1
268697671,1
145227848,1
101187657,1
102891594,1
142606412,1
134763874,1
6684752,1
211462840,1
14549075,1
55836756,1
59375705,1
16882728,1
114647222,1
112328804,1
112328806,1
131072103,1
125698153,1
537002090,1
220725360,1
873201781,1
11403382,1
87425143,1
257687672,1
58196089,1
102367356,1
109183102,1
15663125,1
114950275,1
98566276,1
240124039,1
107085966,1
109314192,1
99614866,1
4194451,1
152961175,1
173801624,1
70647962,1
18350239,1
16405872,1
48890020,1
296485032,1
64356521,1
42205357,1
138674351,1
90833073,1
786615,1
134742201,1
91750587,1
276562110,1
76677316,1
111804615,1
116371211,1
168165577,1
93061325,1
114688207,1
88867024,1
34996435,1
133169364,1
49275441,1
102629591,1
110887131,1
111869989,1
142318285,1
555745508,1
129761518,1
182714610,1
111542515,1
92274935,1
36547284,1
48627963,1
8847402,1
76284158,1
16253184,1
268697860,1
91095301,1
83624198,1
118620423,1
135790856,1
78905609,1
117440783,1
215875856,1
118096146,1
68944148,1
847249686,1
421003548,1
92668189,1
82007429,1
190841121,1
86638882,1
269222182,1
106692904,1
134480170,1
133780871,1
705036589,1
235143471,1
67502384,1
148264328,1
103153977,1
15597883,1
17432892,1
134873405,1
49545534,1
54133055,1
111280449,1
89653571,1
118944627,1
66322486,1
60555591,1
6160712,1
150575961,1
43647311,1
134480208,1
91226168,1
23724371,1
136839512,1
134442065,1
55574876,1
112623970,1
111935843,1
115212644,1
90571111,1
134349161,1
82837866,1
125960557,1
202244464,1
106561905,1
138412403,1
135397750,1
14811513,1
136577087,1
290455932,1
325976446,1
122683775,1
102367616,1
199229504,1
97780100,1
99461868,1
112066954,1
135484823,1
58493314,1
135922063,1
98828688,1
